,id,movie_id,name,original_name,gender,popularity,job
361,90367,408648,Sam Liu,Sam Liu,2,0.7249,Director
362,34934,408648,Bruce Timm,Bruce Timm,2,1.3457,Story
363,1033619,408648,Christopher D. Lozinski,Christopher D. Lozinski,0,0.2496,Editor
364,34934,408648,Bruce Timm,Bruce Timm,2,1.3457,Screenplay
365,150856,408648,Jim Krieg,Jim Krieg,2,1.0228,Screenplay
366,1276,415401,Patricia Clarkson,Patricia Clarkson,1,1.8691,Acting
367,1956,415401,Cherry Jones,Cherry Jones,1,1.9395,Acting
368,5470,415401,Kristin Scott Thomas,Kristin Scott Thomas,1,1.9197,Acting
369,2310,415401,Bruno Ganz,Bruno Ganz,2,2.7594,Acting
370,9191,415401,Timothy Spall,Timothy Spall,2,2.78,Acting
371,1246,415401,Emily Mortimer,Emily Mortimer,1,2.1631,Acting
372,2037,415401,Cillian Murphy,Cillian Murphy,2,8.4481,Acting
373,1679096,415401,Emilie Orsini,Emilie Orsini,0,0.287,Editor
374,57206,415401,Sally Potter,Sally Potter,1,0.3362,Director
